agent_id,time,agent_type,origin_1,destination_1,waiting_time_1,destination_2,waiting_time_2
3074,8:24:35,61221202,NF0177,ND0016,72,ND0020,72
3322,8:24:36,A1222202,NU0091,ND0022,72,ND0016,72
1309,8:24:38,61221202,NU0190,ND0009,72,ND0005,72
1880,8:24:41,B28B1012,NF0159,ND0013,72,ND0011,72
2364,8:24:50,82221202,NU0253,ND0012,72,ND0020,72
1257,8:24:51,61221202,NU0190,ND0015,72,ND0002,72
1286,8:24:56,12741202,NU0190,ND0010,72,ND0005,72
3056,8:25:04,82221202,NF0177,ND0002,72,ND0001,72
3031,8:25:05,41741202,NF0177,ND0018,72,ND0026,72
1098,8:25:08,61221202,NU0190,ND0026,72,ND0020,72
3090,8:25:10,61221202,NF0177,ND0017,72,ND0010,72
920,8:25:11,81222201,NF0177,ND0022,0,None,0
1907,8:25:12,A2121202,NF0159,ND0014,72,ND0003,72
1876,8:25:15,C2121202,NF0159,ND0008,72,ND0003,72
3582,8:25:15,51221202,NF0077,ND0015,72,ND0020,72
502,8:25:17,61221201,NF0159,ND0027,0,None,0
1898,8:25:23,62267022,NF0159,ND0026,72,ND0024,72
3066,8:25:28,D1522202,NF0177,ND0003,72,ND0005,72
1235,8:25:29,81261022,NU0190,ND0005,72,ND0026,72
243,8:25:34,62221201,NU0190,ND0027,0,None,0
2345,8:25:34,62222202,NU0253,ND0013,72,ND0018,72
3022,8:25:42,71221202,NF0177,ND0005,72,ND0010,72
3301,8:25:45,512K1202,NU0091,ND0022,72,ND0005,72
1190,8:25:47,B1222202,NU0190,ND0009,72,ND0012,72
3011,8:25:48,71131202,NF0177,ND0009,72,ND0016,72
3044,8:25:49,A1222202,NF0177,ND0027,72,ND0005,72
2358,8:25:52,A1221202,NU0253,ND0004,72,ND0024,72
2422,8:25:58,A1221202,NU0253,ND0009,72,ND0015,72
1092,8:26:06,F1965022,NU0190,ND0010,72,ND0009,72
35,8:26:10,92221201,NU0190,ND0013,0,None,0
821,8:26:10,41741201,NU0253,ND0027,0,None,0
1879,8:26:11,A2321202,NF0159,ND0004,72,ND0005,72
3063,8:26:12,41741202,NF0177,ND0010,72,ND0003,72
1105,8:26:13,62321202,NU0190,ND0018,72,ND0003,72
3324,8:26:13,41221202,NU0091,ND0017,72,ND0013,72
1021,8:26:14,81522201,NU0100,ND0019,0,None,0
2367,8:26:18,91261022,NU0253,ND0015,72,ND0004,72
499,8:26:26,A22F1101,NF0159,ND0027,0,None,0
1146,8:26:32,72221202,NU0190,ND0016,72,ND0013,72
2381,8:26:37,81266022,NU0253,ND0022,72,ND0008,72
1807,8:26:39,C1522202,NF0159,ND0002,72,ND0015,72
1095,8:26:40,61222202,NU0190,ND0009,72,ND0005,72
2357,8:26:41,62222202,NU0253,ND0013,72,ND0018,72
1799,8:26:48,72421202,NF0159,ND0017,72,ND0025,72
3534,8:26:50,91221202,NF0179,ND0004,72,ND0021,72
1170,8:26:52,A1322202,NU0190,ND0020,72,ND0025,72
3004,8:26:59,C2462022,NF0177,ND0008,72,ND0022,72
2297,8:27:06,71322202,NU0253,ND0020,72,ND0005,72
579,8:27:09,52221201,NU0253,ND0009,0,None,0
3071,8:27:09,91321202,NF0177,ND0012,72,ND0002,72
77,8:27:11,82328201,NU0190,ND0019,0,None,0
3578,8:27:13,71222202,NF0077,ND0026,72,ND0010,72
3439,8:27:14,82222202,NU0100,ND0011,72,ND0018,72
992,8:27:18,92221201,NU0091,ND0001,0,None,0
2322,8:27:21,91221202,NU0253,ND0009,72,ND0018,72
1269,8:27:23,91222202,NU0190,ND0027,72,ND0002,72
1852,8:27:24,81262022,NF0159,ND0021,72,ND0001,72
2379,8:27:24,31741202,NU0253,ND0011,72,ND0025,72
3328,8:27:28,41121202,NU0091,ND0014,72,ND0021,72
438,8:27:34,81222201,NF0159,ND0025,0,None,0
249,8:27:35,41228201,NU0190,ND0027,0,None,0
1191,8:27:40,81221202,NU0190,ND0015,72,ND0009,72
828,8:27:42,62321201,NU0253,ND0027,0,None,0
2393,8:27:43,A2323202,NU0253,ND0011,72,ND0021,72
3581,8:27:43,81221202,NF0077,ND0026,72,ND0005,72
3332,8:27:46,61228202,NU0091,ND0002,72,ND0001,72
3446,8:27:52,32741202,NU0100,ND0020,72,ND0020,72
3083,8:27:57,B2222202,NF0177,ND0017,72,ND0008,72
2517,8:28:08,72221202,NU0253,ND0012,72,ND0017,72
3312,8:28:21,723F1102,NU0091,ND0024,72,ND0022,72
1117,8:28:26,A2222202,NU0190,ND0010,72,ND0021,72
2474,8:28:28,D1421202,NU0253,ND0008,72,ND0007,72
1789,8:28:30,528B1012,NF0159,ND0016,72,ND0020,72
160,8:28:36,51131201,NU0190,ND0025,0,None,0
2510,8:28:39,B1522202,NU0253,ND0012,72,ND0010,72
3325,8:28:42,C1121202,NU0091,ND0008,72,ND0013,72
1132,8:28:52,61251322,NU0190,ND0001,72,ND0008,72
2400,8:28:52,62228202,NU0253,ND0001,72,ND0007,72
1305,8:29:05,81221202,NU0190,ND0015,72,ND0017,72
376,8:29:06,61221201,NF0159,ND0018,0,None,0
1798,8:29:08,42221202,NF0159,ND0001,72,ND0017,72
3052,8:29:10,42322202,NF0177,ND0012,72,ND0016,72
1794,8:29:19,51222202,NF0159,ND0015,72,ND0002,72
2314,8:29:20,815B1012,NU0253,ND0025,72,ND0020,72
3042,8:29:27,A15F1102,NF0177,ND0020,72,ND0013,72
237,8:29:29,91132201,NU0190,ND0027,0,None,0
3313,8:29:29,71222202,NU0091,ND0024,72,ND0012,72
1858,8:29:40,92321202,NF0159,ND0016,72,ND0005,72
642,8:29:45,52221201,NU0253,ND0019,0,None,0
365,8:29:46,C2122201,NF0159,ND0016,0,None,0
2392,8:29:49,72221202,NU0253,ND0010,72,ND0014,72
1895,8:29:54,52221202,NF0159,ND0004,72,ND0012,72
2402,8:29:55,71321202,NU0253,ND0018,72,ND0020,72
1166,8:29:57,62222202,NU0190,ND0007,72,ND0005,72
1824,8:29:58,72321202,NF0159,ND0001,72,ND0017,72
1106,8:29:59,51221202,NU0190,ND0021,72,ND0017,72
1184,8:29:59,41221202,NU0190,ND0003,72,ND0003,72
2516,8:29:59,A2221202,NU0253,ND0008,72,ND0014,72
3453,8:30:04,71237202,NU0100,ND0020,72,ND0015,72
1790,8:30:07,82271212,NF0159,ND0003,72,ND0027,72
3573,8:30:07,A2228202,NF0077,ND0013,72,ND0008,72
2316,8:30:11,72322202,NU0253,ND0007,72,ND0009,72
2476,8:30:11,A1228202,NU0253,ND0004,72,ND0005,72
1851,8:30:12,A1365022,NF0159,ND0011,72,ND0005,72
2295,8:30:12,51221202,NU0253,ND0025,72,ND0002,72
2,8:30:16,92221201,NU0190,ND0001,0,None,0
430,8:30:20,51222201,NF0159,ND0024,0,None,0
3458,8:30:23,D1221202,NU0100,ND0008,72,ND0015,72
2430,8:30:30,72221202,NU0253,ND0007,72,ND0026,72
437,8:30:32,62221201,NF0159,ND0025,0,None,0
2442,8:30:32,92221202,NU0253,ND0021,72,ND0017,72
137,8:30:34,B1528201,NU0190,ND0022,0,None,0
3583,8:30:46,A2221202,NF0077,ND0002,72,ND0022,72
616,8:30:47,A1221201,NU0253,ND0017,0,None,0
3081,8:30:47,61264022,NF0177,ND0005,72,ND0022,72
39,8:30:52,81221201,NU0190,ND0015,0,None,0
3047,8:30:57,72321202,NF0177,ND0018,72,ND0014,72
1219,8:31:08,A1221202,NU0190,ND0003,72,ND0026,72
3075,8:31:09,91134202,NF0177,ND0016,72,ND0014,72
1298,8:31:12,91321202,NU0190,ND0001,72,ND0011,72
3459,8:31:16,A2223202,NU0100,ND0011,72,ND0013,72
2437,8:31:17,A2221202,NU0253,ND0017,72,ND0010,72
3035,8:31:24,B2221202,NF0177,ND0009,72,ND0011,72
1915,8:31:35,71222202,NF0159,ND0011,72,ND0002,72
3336,8:31:35,522D1202,NU0091,ND0009,72,ND0018,72
1101,8:31:40,C1A62022,NU0190,ND0009,72,ND0027,72
1228,8:31:45,82321202,NU0190,ND0013,72,ND0017,72
1827,8:31:45,C1421202,NF0159,ND0020,72,ND0012,72
2428,8:31:47,72223202,NU0253,ND0018,72,ND0010,72
2990,8:31:50,92962022,NF0177,ND0002,72,ND0027,72
1290,8:31:55,82221202,NU0190,ND0009,72,ND0014,72
2375,8:31:55,51221202,NU0253,ND0020,72,ND0005,72
2470,8:32:03,B1221202,NU0253,ND0010,72,ND0025,72
1252,8:32:05,72421202,NU0190,ND0010,72,ND0012,72
3013,8:32:05,81222202,NF0177,ND0027,72,ND0009,72
2471,8:32:07,91121202,NU0253,ND0002,72,ND0009,72
1102,8:32:09,C29J1022,NU0190,ND0004,72,ND0003,72
1223,8:32:11,A1221202,NU0190,ND0018,72,ND0014,72
2408,8:32:11,81221202,NU0253,ND0009,72,ND0012,72
3085,8:32:14,61221202,NF0177,ND0001,72,ND0002,72
1894,8:32:17,81221202,NF0159,ND0026,72,ND0022,72
1913,8:32:23,41321202,NF0159,ND0001,72,ND0022,72
2311,8:32:35,91223202,NU0253,ND0001,72,ND0009,72
2318,8:32:35,42221202,NU0253,ND0009,72,ND0010,72
1232,8:32:36,72321202,NU0190,ND0010,72,ND0007,72
1813,8:32:36,71221202,NF0159,ND0027,72,ND0005,72
1911,8:32:40,42221202,NF0159,ND0014,72,ND0026,72
1221,8:32:43,712D2202,NU0190,ND0021,72,ND0013,72
2333,8:32:49,62328202,NU0253,ND0027,72,ND0024,72
1265,8:33:02,92266022,NU0190,ND0022,72,ND0002,72
349,8:33:03,51222201,NF0159,ND0009,0,None,0
925,8:33:03,B2221201,NF0177,ND0024,0,None,0
1000,8:33:04,B1221201,NU0091,ND0009,0,None,0
3015,8:33:04,A2228202,NF0177,ND0014,72,ND0010,72
1281,8:33:05,A2322202,NU0190,ND0009,72,ND0026,72
1891,8:33:11,81222202,NF0159,ND0025,72,ND0027,72
3001,8:33:13,B2121202,NF0177,ND0010,72,ND0007,72
1803,8:33:19,52223202,NF0159,ND0004,72,ND0014,72
3570,8:33:21,A2622202,NF0077,ND0022,72,ND0008,72
2495,8:33:23,91267022,NU0253,ND0021,72,ND0017,72
2427,8:33:25,A1228202,NU0253,ND0005,72,ND0026,72
2376,8:33:32,81221202,NU0253,ND0007,72,ND0017,72
1784,8:33:34,41221202,NF0159,ND0027,72,ND0024,72
3317,8:33:35,61221202,NU0091,ND0007,72,ND0007,72
1208,8:33:39,91228202,NU0190,ND0015,72,ND0002,72
965,8:33:41,51461021,NF0177,ND0027,0,None,0
494,8:33:44,71222201,NF0159,ND0027,0,None,0
2518,8:33:52,61221202,NU0253,ND0017,72,ND0022,72
994,8:33:58,92221201,NU0091,ND0002,0,None,0
3025,8:33:58,62322202,NF0177,ND0027,72,ND0012,72
1882,8:33:59,71221202,NF0159,ND0025,72,ND0014,72
245,8:34:00,62221201,NU0190,ND0027,0,None,0
3076,8:34:12,52221202,NF0177,ND0011,72,ND0005,72
3433,8:34:12,71228202,NU0100,ND0017,72,ND0014,72
1850,8:34:16,B2221202,NF0159,ND0010,72,ND0016,72
2384,8:34:19,92322202,NU0253,ND0027,72,ND0022,72
2998,8:34:26,82323202,NF0177,ND0024,72,ND0005,72
2366,8:34:33,91221202,NU0253,ND0001,72,ND0009,72
2385,8:34:37,91221202,NU0253,ND0014,72,ND0026,72
1929,8:34:40,82222202,NF0159,ND0018,72,ND0001,72
1886,8:34:45,81221202,NF0159,ND0020,72,ND0022,72
2394,8:34:45,72222202,NU0253,ND0003,72,ND0024,72
343,8:34:46,92221201,NF0159,ND0003,0,None,0
644,8:34:48,41222201,NU0253,ND0019,0,None,0
1139,8:34:51,A1221202,NU0190,ND0022,72,ND0022,72
2317,8:34:52,B2222202,NU0253,ND0008,72,ND0025,72
1202,8:34:56,A1221202,NU0190,ND0007,72,ND0015,72
1145,8:34:58,52321202,NU0190,ND0011,72,ND0015,72
639,8:34:59,72222201,NU0253,ND0019,0,None,0
1930,8:35:08,72221202,NF0159,ND0021,72,ND0026,72
3445,8:35:14,52321202,NU0100,ND0003,72,ND0018,72
2475,8:35:15,61222202,NU0253,ND0022,72,ND0011,72
1019,8:35:17,A1221201,NU0100,ND0013,0,None,0
2468,8:35:18,91222202,NU0253,ND0026,72,ND0002,72
3318,8:35:20,72222202,NU0091,ND0005,72,ND0010,72
1874,8:35:30,82965022,NF0159,ND0004,72,ND0018,72
3436,8:35:32,82261022,NU0100,ND0012,72,ND0015,72
161,8:35:38,51221201,NU0190,ND0025,0,None,0
3000,8:35:41,72522202,NF0177,ND0007,72,ND0007,72
578,8:35:42,71328201,NU0253,ND0009,0,None,0
3587,8:35:42,512F1102,NF0077,ND0015,72,ND0027,72
1787,8:35:46,91531202,NF0159,ND0020,72,ND0004,72
2321,8:35:46,72221202,NU0253,ND0013,72,ND0013,72
1912,8:35:50,91222202,NF0159,ND0015,72,ND0022,72
3024,8:36:00,92222202,NF0177,ND0008,72,ND0014,72
2382,8:36:03,A1221202,NU0253,ND0008,72,ND0010,72
2413,8:36:13,41741202,NU0253,ND0003,72,ND0026,72
2349,8:36:20,62328202,NU0253,ND0005,72,ND0001,72
1817,8:36:23,71221202,NF0159,ND0026,72,ND0027,72
2326,8:36:24,51221202,NU0253,ND0026,72,ND0003,72
930,8:36:32,71221201,NF0177,ND0025,0,None,0
2502,8:36:33,72231202,NU0253,ND0026,72,ND0011,72
1259,8:36:35,B2221202,NU0190,ND0008,72,ND0009,72
3079,8:36:36,71221202,NF0177,ND0002,72,ND0003,72
1181,8:36:38,F29B1012,NU0190,ND0021,72,ND0017,72
139,8:36:42,81221201,NU0190,ND0023,0,None,0
1903,8:36:42,A1262022,NF0159,ND0016,72,ND0012,72
1781,8:36:43,52326202,NF0159,ND0007,72,ND0013,72
1878,8:36:45,71221202,NF0159,ND0008,72,ND0012,72
3039,8:36:46,92222202,NF0177,ND0002,72,ND0024,72
1115,8:37:13,51222202,NU0190,ND0025,72,ND0016,72
345,8:37:15,412F2101,NF0159,ND0005,0,None,0
1276,8:37:16,72521202,NU0190,ND0025,72,ND0021,72
1236,8:37:18,C2421202,NU0190,ND0025,72,ND0026,72
1870,8:37:18,62221202,NF0159,ND0001,72,ND0010,72
1297,8:37:20,C1321202,NU0190,ND0022,72,ND0016,72
239,8:37:27,61222201,NU0190,ND0027,0,None,0
1097,8:37:27,51221202,NU0190,ND0012,72,ND0024,72
3045,8:37:28,81322202,NF0177,ND0021,72,ND0012,72
2487,8:37:31,91222202,NU0253,ND0018,72,ND0012,72
2489,8:37:32,52121202,NU0253,ND0009,72,ND0021,72
1783,8:37:35,72221202,NF0159,ND0017,72,ND0024,72
352,8:37:40,C1271211,NF0159,ND0011,0,None,0
729,8:37:41,51251321,NU0253,ND0025,0,None,0
3007,8:37:47,62228202,NF0177,ND0005,72,ND0014,72
1029,8:37:49,51221201,NF0077,ND0025,0,None,0
1231,8:37:51,81221202,NU0190,ND0017,72,ND0024,72
501,8:37:58,71221201,NF0159,ND0027,0,None,0
1865,8:37:59,72521202,NF0159,ND0013,72,ND0002,72
3017,8:37:59,42748202,NF0177,ND0005,72,ND0010,72
722,8:38:09,91228201,NU0253,ND0025,0,None,0
1826,8:38:17,92521202,NF0159,ND0021,72,ND0015,72
1877,8:38:26,82422202,NF0159,ND0005,72,ND0022,72
3087,8:38:26,C2961022,NF0177,ND0004,72,ND0020,72
2296,8:38:31,91261022,NU0253,ND0027,72,ND0024,72
1160,8:38:40,61121202,NU0190,ND0013,72,ND0017,72
3434,8:38:44,51221202,NU0100,ND0020,72,ND0018,72
1904,8:38:52,72221202,NF0159,ND0009,72,ND0011,72
1914,8:38:55,52221202,NF0159,ND0011,72,ND0012,72
3330,8:38:55,B2121202,NU0091,ND0012,72,ND0013,72
3088,8:38:56,A1222202,NF0177,ND0018,72,ND0002,72
3050,8:39:00,81222202,NF0177,ND0007,72,ND0025,72
1224,8:39:07,612F1102,NU0190,ND0012,72,ND0021,72
832,8:39:11,92421201,NU0253,ND0027,0,None,0
932,8:39:13,42231201,NF0177,ND0025,0,None,0
1225,8:39:17,41621202,NU0190,ND0014,72,ND0026,72
2387,8:39:26,61223202,NU0253,ND0016,72,ND0025,72
2351,8:39:29,52222202,NU0253,ND0026,72,ND0018,72
728,8:39:36,51221201,NU0253,ND0025,0,None,0
440,8:39:47,62221201,NF0159,ND0025,0,None,0
969,8:39:48,61221201,NF0177,ND0027,0,None,0
1802,8:39:50,C1421202,NF0159,ND0012,72,ND0021,72
3435,8:39:51,91228202,NU0100,ND0026,72,ND0011,72
731,8:39:56,51221201,NU0253,ND0025,0,None,0
1006,8:39:56,52221201,NU0091,ND0011,0,None,0
2461,8:39:58,72221202,NU0253,ND0026,72,ND0018,72
1314,8:40:00,41222202,NU0190,ND0003,72,ND0009,72
1884,8:40:01,61221202,NF0159,ND0016,72,ND0004,72
1918,8:40:01,51321202,NF0159,ND0007,72,ND0018,72
3438,8:40:04,91321202,NU0100,ND0009,72,ND0007,72
1207,8:40:06,62221202,NU0190,ND0017,72,ND0027,72
1238,8:40:10,A1222202,NU0190,ND0022,72,ND0007,72
1124,8:40:12,91263022,NU0190,ND0004,72,ND0014,72
1797,8:40:14,A2322202,NF0159,ND0021,72,ND0016,72
2354,8:40:19,61221202,NU0253,ND0005,72,ND0005,72
1024,8:40:24,81222201,NU0100,ND0025,0,None,0
1187,8:40:24,C2861022,NU0190,ND0017,72,ND0020,72
2347,8:40:25,61261022,NU0253,ND0016,72,ND0024,72
2365,8:40:27,62222202,NU0253,ND0017,72,ND0001,72
2307,8:40:35,A1221202,NU0253,ND0007,72,ND0007,72
2992,8:40:37,61221202,NF0177,ND0002,72,ND0014,72
3309,8:40:39,A2221202,NU0091,ND0026,72,ND0004,72
2993,8:40:41,62221202,NF0177,ND0020,72,ND0020,72
2482,8:40:55,51261022,NU0253,ND0024,72,ND0021,72
736,8:40:57,81222201,NU0253,ND0025,0,None,0
1126,8:40:58,71222202,NU0190,ND0017,72,ND0015,72
1141,8:41:00,71221202,NU0190,ND0016,72,ND0008,72
2409,8:41:02,81222202,NU0253,ND0012,72,ND0008,72
915,8:41:04,62221201,NF0177,ND0020,0,None,0
2431,8:41:10,G1421202,NU0253,ND0003,72,ND0003,72
1294,8:41:11,31741202,NU0190,ND0027,72,ND0018,72
1900,8:41:24,52221202,NF0159,ND0021,72,ND0013,72
2362,8:41:25,62221202,NU0253,ND0018,72,ND0013,72
2439,8:41:27,52221202,NU0253,ND0018,72,ND0004,72
709,8:41:29,B1221201,NU0253,ND0024,0,None,0
3585,8:41:33,62221202,NF0077,ND0020,72,ND0001,72
1134,8:41:35,61221202,NU0190,ND0015,72,ND0005,72
2457,8:41:37,B1221202,NU0253,ND0002,72,ND0022,72
486,8:41:41,51222201,NF0159,ND0026,0,None,0
1301,8:41:43,71221202,NU0190,ND0026,72,ND0022,72
3311,8:41:43,61121202,NU0091,ND0014,72,ND0008,72
2325,8:41:49,52223202,NU0253,ND0001,72,ND0003,72
1840,8:41:54,81222202,NF0159,ND0005,72,ND0014,72
2363,8:41:55,92221202,NU0253,ND0012,72,ND0002,72
3084,8:41:55,41421202,NF0177,ND0022,72,ND0020,72
1872,8:41:58,72221202,NF0159,ND0009,72,ND0021,72
1906,8:42:01,71221202,NF0159,ND0002,72,ND0025,72
2324,8:42:04,61221202,NU0253,ND0010,72,ND0012,72
3456,8:42:07,A1221202,NU0100,ND0022,72,ND0011,72
3028,8:42:10,B1422202,NF0177,ND0017,72,ND0008,72
1144,8:42:12,91221202,NU0190,ND0007,72,ND0018,72
2994,8:42:15,72321202,NF0177,ND0020,72,ND0021,72
1777,8:42:24,41321202,NF0159,ND0015,72,ND0022,72
3440,8:42:28,61221202,NU0100,ND0024,72,ND0024,72
1892,8:42:31,41421202,NF0159,ND0008,72,ND0017,72
2348,8:42:32,41221202,NU0253,ND0027,72,ND0015,72
2466,8:42:34,C2322202,NU0253,ND0017,72,ND0011,72
2513,8:42:36,61221202,NU0253,ND0015,72,ND0002,72
2524,8:42:36,A1221202,NU0253,ND0026,72,ND0026,72
3034,8:42:41,71222202,NF0177,ND0021,72,ND0014,72
3450,8:42:44,A1221202,NU0100,ND0001,72,ND0013,72
3431,8:42:48,81222202,NU0100,ND0012,72,ND0015,72
351,8:42:49,A21K7201,NF0159,ND0010,0,None,0
725,8:42:54,71221201,NU0253,ND0025,0,None,0
3577,8:42:57,B1521202,NF0077,ND0001,72,ND0010,72
1302,8:42:59,81221202,NU0190,ND0004,72,ND0027,72
1113,8:43:03,61221202,NU0190,ND0021,72,ND0027,72
1178,8:43:08,91521202,NU0190,ND0002,72,ND0021,72
3296,8:43:08,71221202,NU0091,ND0007,72,ND0020,72
18,8:43:11,42221201,NU0190,ND0007,0,None,0
1875,8:43:12,A2264022,NF0159,ND0009,72,ND0025,72
1103,8:43:13,71221202,NU0190,ND0008,72,ND0013,72
2486,8:43:13,41741202,NU0253,ND0026,72,ND0017,72
1299,8:43:16,82222202,NU0190,ND0012,72,ND0017,72
2359,8:43:16,71221202,NU0253,ND0007,72,ND0025,72
727,8:43:27,H1961021,NU0253,ND0025,0,None,0
3306,8:43:29,A1121202,NU0091,ND0027,72,ND0008,72
3447,8:43:31,91222202,NU0100,ND0003,72,ND0011,72
3567,8:43:58,B1521202,NF0077,ND0001,72,ND0008,72
3571,8:44:00,82221202,NF0077,ND0020,72,ND0026,72
701,8:44:05,82221201,NU0253,ND0023,0,None,0
822,8:44:05,A1221201,NU0253,ND0027,0,None,0
2329,8:44:05,71228202,NU0253,ND0018,72,ND0003,72
1855,8:44:06,52221202,NF0159,ND0021,72,ND0003,72
2445,8:44:11,72222202,NU0253,ND0014,72,ND0016,72
3319,8:44:13,B1222202,NU0091,ND0015,72,ND0018,72
290,8:44:18,I2863021,ND0027,NU0190,0,None,0
1179,8:44:19,81221202,NU0190,ND0001,72,ND0022,72
3300,8:44:25,62221202,NU0091,ND0011,72,ND0002,72
3078,8:44:30,61222202,NF0177,ND0004,72,ND0025,72
1862,8:44:33,51222202,NF0159,ND0010,72,ND0001,72
3320,8:44:33,52221202,NU0091,ND0022,72,ND0011,72
1123,8:44:35,91221202,NU0190,ND0022,72,ND0012,72
1308,8:44:38,82221202,NU0190,ND0017,72,ND0011,72
1137,8:44:42,72221202,NU0190,ND0005,72,ND0018,72
2519,8:44:45,82221202,NU0253,ND0017,72,ND0017,72
1816,8:44:51,81222202,NF0159,ND0027,72,ND0009,72
3299,8:44:51,91221202,NU0091,ND0016,72,ND0003,72
1822,8:44:57,42231202,NF0159,ND0018,72,ND0003,72
2344,8:45:02,42741202,NU0253,ND0012,72,ND0027,72
79,8:45:08,61221201,NU0190,ND0019,0,None,0
2396,8:45:08,72221202,NU0253,ND0011,72,ND0025,72
2492,8:45:16,91221202,NU0253,ND0017,72,ND0008,72
1905,8:45:22,51221202,NF0159,ND0002,72,ND0013,72
572,8:45:24,D2231201,NU0253,ND0006,0,None,0
2383,8:45:28,61321202,NU0253,ND0012,72,ND0004,72
1908,8:45:29,61121202,NF0159,ND0016,72,ND0016,72
1131,8:45:31,61221202,NU0190,ND0026,72,ND0016,72
3082,8:45:32,81222202,NF0177,ND0016,72,ND0009,72
2496,8:45:36,81221202,NU0253,ND0020,72,ND0005,72
2504,8:45:40,A2321202,NU0253,ND0025,72,ND0002,72
2507,8:45:45,62221202,NU0253,ND0014,72,ND0024,72
1775,8:45:48,C1961022,NF0159,ND0026,72,ND0011,72
1810,8:45:50,A2228202,NF0159,ND0001,72,ND0020,72
26,8:45:51,71221201,NU0190,ND0010,0,None,0
1796,8:45:54,A1321202,NF0159,ND0011,72,ND0009,72
2423,8:45:56,D2962022,NU0253,ND0014,72,ND0005,72
2448,8:45:59,A1221202,NU0253,ND0016,72,ND0026,72
3560,8:45:59,81221202,NF0077,ND0022,72,ND0016,72
2469,8:46:01,912F1102,NU0253,ND0010,72,ND0001,72
1121,8:46:07,A1221202,NU0190,ND0022,72,ND0007,72
193,8:46:14,I29B1011,ND0025,NU0190,0,None,0
2494,8:46:14,B1222202,NU0253,ND0017,72,ND0025,72
2454,8:46:18,71463022,NU0253,ND0026,72,ND0017,72
427,8:46:21,C1266021,NF0159,ND0022,0,None,0
1778,8:46:21,511K8202,NF0159,ND0007,72,ND0009,72
1159,8:46:23,61222202,NU0190,ND0014,72,ND0018,72
3335,8:46:23,91221202,NU0091,ND0005,72,ND0021,72
1007,8:46:24,A1222201,NU0091,ND0019,0,None,0
1844,8:46:28,71222202,NF0159,ND0027,72,ND0012,72
2386,8:46:29,81221202,NU0253,ND0014,72,ND0002,72
334,8:46:31,82221201,NF0159,ND0001,0,None,0
3304,8:46:32,42221202,NU0091,ND0026,72,ND0014,72
1896,8:46:41,42221202,NF0159,ND0011,72,ND0012,72
445,8:46:51,A1224201,NF0159,ND0025,0,None,0
37,8:47:06,82222201,NU0190,ND0015,0,None,0
3316,8:47:06,91221202,NU0091,ND0024,72,ND0001,72
1307,8:47:10,C1121202,NU0190,ND0004,72,ND0013,72
2397,8:47:10,31741202,NU0253,ND0007,72,ND0025,72
2509,8:47:12,51223202,NU0253,ND0008,72,ND0008,72
3532,8:47:20,B1221202,NF0179,ND0015,72,ND0027,72
637,8:47:25,81221201,NU0253,ND0019,0,None,0
903,8:47:26,81221201,NF0177,ND0019,0,None,0
1192,8:47:29,62222202,NU0190,ND0008,72,ND0015,72
1135,8:47:35,41741202,NU0190,ND0008,72,ND0016,72
3019,8:47:38,62221202,NF0177,ND0013,72,ND0003,72
1924,8:47:46,A2621202,NF0159,ND0008,72,ND0009,72
1233,8:47:47,51328202,NU0190,ND0005,72,ND0016,72
615,8:47:50,51221201,NU0253,ND0017,0,None,0
3016,8:47:51,82231202,NF0177,ND0024,72,ND0009,72
606,8:48:02,61221201,NU0253,ND0015,0,None,0
1154,8:48:13,F19B1012,NU0190,ND0003,72,ND0005,72
2426,8:48:14,71221202,NU0253,ND0004,72,ND0018,72
2440,8:48:18,51222202,NU0253,ND0016,72,ND0025,72
3006,8:48:18,91122202,NF0177,ND0022,72,ND0007,72
2456,8:48:21,51741202,NU0253,ND0005,72,ND0007,72
3010,8:48:23,91222202,NF0177,ND0013,72,ND0022,72
1173,8:48:31,A1221202,NU0190,ND0016,72,ND0005,72
1923,8:48:33,51221202,NF0159,ND0025,72,ND0002,72
2452,8:48:34,62428202,NU0253,ND0022,72,ND0018,72
927,8:48:43,52228201,NF0177,ND0025,0,None,0
1311,8:48:43,62221202,NU0190,ND0016,72,ND0005,72
1861,8:48:57,B2221202,NF0159,ND0022,72,ND0020,72
21,8:48:59,81221201,NU0190,ND0009,0,None,0
340,8:49:04,61221201,NF0159,ND0002,0,None,0
559,8:49:07,A1228201,NU0253,ND0002,0,None,0
1279,8:49:07,72222202,NU0190,ND0001,72,ND0012,72
1243,8:49:13,A2222202,NU0190,ND0024,72,ND0013,72
1853,8:49:16,52321202,NF0159,ND0001,72,ND0024,72
566,8:49:18,62421201,NU0253,ND0003,0,None,0
1096,8:49:27,51221202,NU0190,ND0020,72,ND0009,72
2374,8:49:28,81221202,NU0253,ND0022,72,ND0013,72
1271,8:49:38,52223202,NU0190,ND0025,72,ND0015,72
3061,8:49:38,712A1312,NF0177,ND0013,72,ND0001,72
2395,8:49:39,92221202,NU0253,ND0018,72,ND0008,72
168,8:49:43,A2421201,NU0190,ND0025,0,None,0
2451,8:49:46,A2226202,NU0253,ND0009,72,ND0022,72
2412,8:49:50,72265022,NU0253,ND0005,72,ND0012,72
2477,8:49:50,51221202,NU0253,ND0005,72,ND0010,72
3020,8:49:50,71221202,NF0177,ND0021,72,ND0009,72
3314,8:49:52,51222202,NU0091,ND0007,72,ND0008,72
2330,8:49:57,92421202,NU0253,ND0005,72,ND0005,72
